Geneid	Control_1	Control_2	Treat_1	Treat_2
ENSDARG00000104946	30	10	11	9
ENSDARG00000075798	715	780	703	644
ENSDARG00000037018	1517	1517	1466	1348
ENSDARG00000074677	468	649	587	410
ENSDARG00000094485	45	20	75	99
ENSDARG00000060397	2399	2472	2270	2079
ENSDARG00000094648	2	1	2	1
ENSDARG00000027199	1643	1802	1795	1678
ENSDARG00000060383	583	621	601	592
ENSDARG00000037002	9	5	0	9
ENSDARG00000076171	1929	2549	1828	1583
ENSDARG00000036995	591	705	714	708
ENSDARG00000069737	1369	1671	1316	954
ENSDARG00000095555	0	0	0	0
ENSDARG00000011876	971	900	981	917
ENSDARG00000078789	1248	1233	1493	1386
ENSDARG00000036755	233	236	254	220
ENSDARG00000078326	1169	1233	966	897
ENSDARG00000102082	549	506	523	447
ENSDARG00000081340	0	0	0	0
ENSDARG00000034093	705	848	778	621
ENSDARG00000102787	1161	1127	1397	1142
ENSDARG00000082897	0	1	0	1
ENSDARG00000074501	125	124	137	159
ENSDARG00000090416	374	460	285	284
ENSDARG00000074989	1147	1933	1529	1157
ENSDARG00000076343	1	2	0	3
ENSDARG00000077519	0	0	0	0
ENSDARG00000040048	907	984	773	693
ENSDARG00000082660	0	0	0	0
ENSDARG00000057303	3179	3372	3012	3286
ENSDARG00000029722	9081	10603	11812	10128
ENSDARG00000008305	535	470	549	480
ENSDARG00000007477	904	1077	896	758
ENSDARG00000053106	108	116	108	120
ENSDARG00000012016	439	475	405	426
ENSDARG00000011066	567	602	529	396
ENSDARG00000004621	13583	14889	13123	11777
ENSDARG00000095811	0	0	0	0
ENSDARG00000075098	765	906	775	688
ENSDARG00000053222	950	1130	873	844
ENSDARG00000089976	1099	1039	1176	1153
ENSDARG00000069640	160	163	143	172
ENSDARG00000104657	1	0	1	4
ENSDARG00000085733	0	0	0	0
ENSDARG00000005479	4543	5553	5166	4507
ENSDARG00000085080	0	0	0	0
ENSDARG00000093919	0	0	0	0
ENSDARG00000036990	224	247	321	288
ENSDARG00000085746	0	0	0	0
ENSDARG00000007387	548	661	644	579
ENSDARG00000024828	642	673	701	668
ENSDARG00000070162	3082	3663	2965	2547
ENSDARG00000079183	199	262	177	193
ENSDARG00000104907	531	635	544	514
ENSDARG00000080987	2	3	4	0
ENSDARG00000104437	2259	2519	2565	2362
ENSDARG00000103145	437	480	676	683
ENSDARG00000069701	539	495	369	410
ENSDARG00000020857	673	713	535	462
ENSDARG00000093120	734	760	819	706
ENSDARG00000074662	47	53	84	73
ENSDARG00000076585	790	1034	796	641
ENSDARG00000079631	880	782	937	805
ENSDARG00000018587	21	64	9	17
ENSDARG00000078182	1	4	0	1
ENSDARG00000095065	31	47	44	16
ENSDARG00000102497	6	9	8	6
ENSDARG00000074610	8	1	6	4
ENSDARG00000069707	2	5	6	2
ENSDARG00000078251	1117	1220	1101	903
ENSDARG00000055453	0	0	0	0
ENSDARG00000008457	878	920	890	925
ENSDARG00000031435	4853	6040	5227	4772
ENSDARG00000077874	93	255	264	283
ENSDARG00000069710	10	10	6	8
ENSDARG00000079552	1521	1782	1573	1424
ENSDARG00000087333	1136	1141	1076	946
ENSDARG00000009315	1894	2538	2005	1776
ENSDARG00000030368	1515	1704	1719	1526
ENSDARG00000088337	696	988	896	856
ENSDARG00000052900	0	0	0	0
ENSDARG00000052899	0	2	6	0
ENSDARG00000052895	22	7	6	12
ENSDARG00000074600	117	101	68	96
ENSDARG00000075521	395	244	332	303
ENSDARG00000095566	4	1	0	2
ENSDARG00000007941	496	528	486	393
ENSDARG00000095651	267	306	214	181
ENSDARG00000069669	212	211	137	143
ENSDARG00000033604	1180	1474	1457	1463
ENSDARG00000060236	308	437	388	294
ENSDARG00000036774	1830	1832	1835	1655
ENSDARG00000052866	1720	2164	1842	1702
ENSDARG00000091911	0	0	0	0
ENSDARG00000093237	106	181	251	249
ENSDARG00000008706	4563	5143	4510	4604
ENSDARG00000078108	150	151	152	194
ENSDARG00000075639	445	537	434	397
ENSDARG00000078016	669	566	865	699
ENSDARG00000092551	15	73	46	35
ENSDARG00000075194	483	560	462	403
ENSDARG00000098598	4	0	0	0
ENSDARG00000060252	673	815	904	856
ENSDARG00000078908	501	507	490	389
ENSDARG00000036965	2150	2287	2007	1786
ENSDARG00000036967	3975	4641	4130	4700
ENSDARG00000060264	39	28	63	47
ENSDARG00000018117	17	11	4	10
ENSDARG00000024101	327	345	285	301
ENSDARG00000024785	1468	1543	1504	1273
ENSDARG00000084202	0	0	0	0
ENSDARG00000087061	5	1	5	2
ENSDARG00000052713	1896	2026	1550	1440
ENSDARG00000081405	0	0	0	0
ENSDARG00000052712	8939	9217	8643	8679
ENSDARG00000052703	198	260	298	242
ENSDARG00000052700	319	416	372	278
ENSDARG00000052696	733	791	622	605
ENSDARG00000075112	14	30	20	15
ENSDARG00000029898	189	270	263	221
ENSDARG00000092730	1200	1125	887	958
ENSDARG00000078622	1211	804	857	799
ENSDARG00000074132	9	2	3	4
ENSDARG00000075598	1	0	0	2
ENSDARG00000094910	599	498	486	526
ENSDARG00000074476	747	531	430	479
ENSDARG00000087178	589	774	755	925
ENSDARG00000095949	216	89	2	2
ENSDARG00000076277	6	5	2	9
ENSDARG00000075916	327	340	356	287
ENSDARG00000078558	0	0	2	1
ENSDARG00000052019	378	386	306	289
ENSDARG00000101106	337	323	312	269
ENSDARG00000103871	413	455	481	387
ENSDARG00000089345	46	23	23	34
ENSDARG00000099025	30	28	12	20
ENSDARG00000098805	1824	2304	4118	3519
ENSDARG00000099457	154	120	96	142
ENSDARG00000052016	553	597	462	372
ENSDARG00000059682	341	313	279	230
ENSDARG00000078233	2922	2924	3448	3132
ENSDARG00000104759	0	0	0	0
ENSDARG00000075179	0	0	0	0
ENSDARG00000104249	0	0	0	0
ENSDARG00000103452	0	0	0	0
ENSDARG00000105108	0	0	0	0
ENSDARG00000094348	0	0	0	0
ENSDARG00000103673	0	0	0	0
ENSDARG00000101158	0	0	0	0
ENSDARG00000105064	0	0	0	0
ENSDARG00000103111	0	0	0	0
ENSDARG00000100734	0	0	0	0
ENSDARG00000102269	0	0	0	0
ENSDARG00000069116	441	536	601	574
ENSDARG00000069114	225	183	158	196
ENSDARG00000014803	1160	2105	1957	1379
ENSDARG00000016793	37153	63842	47532	33713
ENSDARG00000052012	499	623	588	439
ENSDARG00000083573	0	0	0	0
ENSDARG00000016263	1400	1501	1553	1322
ENSDARG00000095781	0	0	0	0
ENSDARG00000007786	2521	2637	2178	2082
ENSDARG00000009472	433	475	386	421
ENSDARG00000037748	1054	1177	1111	1070
ENSDARG00000002840	2648	3207	2574	2273
ENSDARG00000079632	437	517	480	412
ENSDARG00000016994	750	773	728	728
ENSDARG00000029718	360	423	433	397
ENSDARG00000051993	36	12	27	28
ENSDARG00000092459	0	6	6	0
ENSDARG00000094678	78	64	98	176
ENSDARG00000051989	168	138	126	109
ENSDARG00000095407	12	6	4	2
ENSDARG00000051986	4231	4798	5117	4657
ENSDARG00000051981	285	368	375	240
ENSDARG00000059653	2025	2219	2344	2140
ENSDARG00000082269	0	0	0	0
ENSDARG00000016835	826	1039	704	628
ENSDARG00000094133	4042	3681	3912	3496
ENSDARG00000093997	340	389	419	400
ENSDARG00000093289	0	0	6	18
ENSDARG00000078659	1335	1610	1302	1415
ENSDARG00000093954	681	627	662	558
ENSDARG00000031836	1313	1473	1511	1356
ENSDARG00000098263	75	99	55	52
ENSDARG00000105005	67	70	56	47
ENSDARG00000030972	868	1113	1196	1024
ENSDARG00000051970	423	487	295	317
ENSDARG00000019778	67129	76481	62860	63902
ENSDARG00000051965	303	320	379	375
ENSDARG00000087426	1078	1316	819	808
ENSDARG00000069559	455	544	382	434
ENSDARG00000093347	1	2	9	31
ENSDARG00000069566	209	135	405	507
ENSDARG00000095108	0	0	0	0
ENSDARG00000006588	2908	6632	5445	10386
ENSDARG00000006225	2204	2588	2947	2765
ENSDARG00000100998	0	0	0	0
ENSDARG00000052766	247	332	251	237
ENSDARG00000105294	17	16	20	37
ENSDARG00000073976	0	15	2	6
ENSDARG00000099957	0	2	0	0
ENSDARG00000095463	4	0	2	0
ENSDARG00000069632	739	766	724	573
ENSDARG00000025518	220	264	265	269
ENSDARG00000092240	272	386	303	259
ENSDARG00000030376	1805	2321	1710	1415
ENSDARG00000069619	4170	4471	4349	4154
ENSDARG00000030656	2075	2379	2041	1648
ENSDARG00000032340	357	302	327	337
ENSDARG00000026068	653	706	633	547
ENSDARG00000002285	1080	1104	816	823
ENSDARG00000069595	1402	1605	1356	1307
ENSDARG00000060187	0	4	1	2
ENSDARG00000060184	1076	1186	1394	1138
ENSDARG00000008279	384	329	269	252
ENSDARG00000010773	1968	2638	2011	1884
ENSDARG00000025233	108	129	111	104
ENSDARG00000016548	2026	2530	2759	2455
ENSDARG00000073848	1514	1725	1510	1384
ENSDARG00000052677	2	0	0	0
ENSDARG00000008131	447	527	488	365
ENSDARG00000053340	1	2	1	0
ENSDARG00000095834	1	0	2	0
ENSDARG00000008413	3090	3930	3018	2494
ENSDARG00000095860	0	1	1	0
ENSDARG00000029133	1025	1121	1242	1081
ENSDARG00000075859	2424	2485	2162	1963
ENSDARG00000070858	89	156	93	106
ENSDARG00000036658	3630	4318	3962	3601
ENSDARG00000036650	445	498	471	441
ENSDARG00000036645	533	593	561	610
ENSDARG00000036637	156	166	135	205
ENSDARG00000036636	74	68	100	89
ENSDARG00000052641	1861	2211	2497	2197
ENSDARG00000052624	666	718	826	783
ENSDARG00000081252	23	22	20	33
ENSDARG00000080168	2	1	0	0
ENSDARG00000092950	43	45	66	92
ENSDARG00000095507	6	7	2	9
ENSDARG00000094160	126	158	103	89
ENSDARG00000036549	7115	8646	9548	8263
ENSDARG00000036546	224	181	210	162
ENSDARG00000036545	46	43	27	35
ENSDARG00000036542	1191	1232	1346	1283
ENSDARG00000089853	128	103	50	52
ENSDARG00000000086	2842	3326	2992	2584
ENSDARG00000001470	768	618	311	269
ENSDARG00000026902	429	519	528	527
ENSDARG00000036592	170	260	346	287
ENSDARG00000086877	1399	1503	688	785
ENSDARG00000069471	643	822	687	687
ENSDARG00000036588	802	2217	3751	4116
ENSDARG00000036587	616	895	1446	1377
ENSDARG00000043271	11	14	15	8
ENSDARG00000036687	2797	3021	3356	2956
ENSDARG00000069450	68	34	49	65
ENSDARG00000015076	386	398	392	364
ENSDARG00000015559	627	657	571	584
ENSDARG00000076773	216	218	285	258
ENSDARG00000007734	157	168	200	204
ENSDARG00000060148	902	867	798	641
ENSDARG00000069438	1088	1200	1183	985
ENSDARG00000083014	3	0	1	2
ENSDARG00000069435	45	60	78	56
ENSDARG00000103535	81	91	79	69
ENSDARG00000076333	157	133	151	97
ENSDARG00000096191	6	19	5	5
ENSDARG00000096053	0	1	0	0
ENSDARG00000096589	0	0	0	0
ENSDARG00000075045	122	104	129	143
ENSDARG00000096031	584	582	658	541
ENSDARG00000036008	986	1133	938	890
ENSDARG00000008886	369	460	426	382
ENSDARG00000094465	4	2	0	6
ENSDARG00000052468	189	232	257	169
ENSDARG00000018325	546	682	637	633
ENSDARG00000096003	2281	2608	2316	2396
ENSDARG00000052480	2267	2896	2926	2507
ENSDARG00000022891	2726	3065	2569	2260
ENSDARG00000005314	26	29	17	23
ENSDARG00000036479	14	16	15	34
ENSDARG00000092919	6	0	2	2
ENSDARG00000074052	16	34	5	5
ENSDARG00000074136	17	38	6	6
ENSDARG00000075389	21	33	13	28
ENSDARG00000069415	10045	10203	9574	9167
ENSDARG00000082615	0	0	0	0
ENSDARG00000012574	1527	1747	1555	1226
ENSDARG00000052512	89	102	111	85
ENSDARG00000079501	283	287	244	221
ENSDARG00000094063	0	0	0	0
ENSDARG00000095982	0	0	0	0
ENSDARG00000031894	1152	1181	1214	901
ENSDARG00000030765	2048	2157	2231	2080
ENSDARG00000026548	449	494	329	298
ENSDARG00000052520	187	174	196	149
ENSDARG00000036494	336	320	304	258
ENSDARG00000018721	2079	2087	2128	1938
ENSDARG00000013667	523	517	539	493
ENSDARG00000060036	1605	2215	1942	1863
ENSDARG00000076420	125	96	112	86
ENSDARG00000057099	316	361	479	347
ENSDARG00000014098	598	683	689	647
ENSDARG00000016818	98	110	110	101
ENSDARG00000010655	2649	2970	2383	2074
ENSDARG00000075785	13	109	32	16
ENSDARG00000075887	773	895	945	742
ENSDARG00000075564	2944	3108	2661	2319
ENSDARG00000100792	2152	2144	3140	2999
ENSDARG00000075043	927	1038	861	722
ENSDARG00000030703	147	144	113	132
ENSDARG00000017772	31192	32096	24304	24920
ENSDARG00000005578	1977	2004	2494	1938
ENSDARG00000024933	650	619	732	678
ENSDARG00000004427	715	821	799	814
ENSDARG00000015540	868	931	904	894
ENSDARG00000043587	716	740	899	1006
ENSDARG00000030289	303	342	352	334
ENSDARG00000005544	307	435	367	306
ENSDARG00000008740	794	1151	978	935
ENSDARG00000061629	613	762	565	598
ENSDARG00000100225	419	519	559	491
ENSDARG00000027497	335	394	381	311
ENSDARG00000043548	957	935	829	692
ENSDARG00000052438	2334	2394	3084	2885
ENSDARG00000052435	1240	1467	1203	1046
ENSDARG00000002937	1357	1558	1386	1259
ENSDARG00000074915	102	95	132	134
ENSDARG00000069360	3953	4371	3887	3489
ENSDARG00000091683	1051	1323	1116	878
ENSDARG00000086184	14	47	16	22
ENSDARG00000096566	45	59	27	3
ENSDARG00000104749	18	23	21	16
ENSDARG00000086579	107	240	60	56
ENSDARG00000074182	10	20	16	15
ENSDARG00000083979	0	0	0	0
ENSDARG00000039424	341	443	439	390
ENSDARG00000018891	440	554	695	608
ENSDARG00000025350	12288	12864	9169	8835
ENSDARG00000074378	2575	4211	2742	3263
ENSDARG00000096092	55	83	39	37
ENSDARG00000096044	0	0	0	0
ENSDARG00000036471	4	6	1	0
ENSDARG00000092443	12	2	11	9
ENSDARG00000043226	86	100	103	70
ENSDARG00000020001	1150	1158	1279	1035
ENSDARG00000010442	1696	1878	1423	1252
ENSDARG00000096541	0	0	0	0
ENSDARG00000018190	2281	2573	2625	2516
ENSDARG00000079163	19	27	12	12
ENSDARG00000018107	190	199	161	176
ENSDARG00000059951	12	10	10	14
ENSDARG00000017193	23	26	165	205
ENSDARG00000059948	55	37	55	44
ENSDARG00000093494	1838	2530	1714	2041
ENSDARG00000095434	0	0	0	0
ENSDARG00000076828	10	10	10	1
ENSDARG00000088234	4	0	4	3
ENSDARG00000093748	3	1	0	0
ENSDARG00000079345	10	6	10	15
ENSDARG00000059908	1591	2149	1240	1283
ENSDARG00000036415	732	853	796	827
ENSDARG00000052386	653	690	699	612
ENSDARG00000005525	721	739	563	669
ENSDARG00000095518	5	4	10	0
ENSDARG00000093003	71	68	54	56
ENSDARG00000003054	61	61	56	61
ENSDARG00000074635	6622	10447	5962	5489
ENSDARG00000015946	544	418	687	611
ENSDARG00000027143	222	166	259	289
ENSDARG00000004634	1072	1065	1288	1005
ENSDARG00000093712	1	11	4	13
ENSDARG00000089342	100	119	67	58
ENSDARG00000017423	2571	2890	2962	2609
ENSDARG00000052348	1589	1819	2392	1902
ENSDARG00000075201	934	919	982	837
ENSDARG00000052361	372	353	369	370
ENSDARG00000020494	425	522	523	521
ENSDARG00000024827	118	86	118	103
ENSDARG00000059900	1179	1276	1023	895
ENSDARG00000031203	653	573	740	711
ENSDARG00000095991	198	188	134	156
ENSDARG00000023151	73370	58522	69361	69867
ENSDARG00000101669	1290	1251	1315	1177
ENSDARG00000052375	18	10	7	14
ENSDARG00000052376	303	310	306	310
ENSDARG00000095360	65	84	35	23
ENSDARG00000102252	849	1050	971	914
ENSDARG00000078041	1995	2213	2734	2305
ENSDARG00000089742	638	754	504	415
ENSDARG00000013475	9723	10866	11676	11348
ENSDARG00000079973	182	132	257	314
ENSDARG00000087205	1012	1026	1028	798
ENSDARG00000074771	369	390	399	430
ENSDARG00000008490	1235	1603	1533	1367
ENSDARG00000012341	1207	1554	1068	998
ENSDARG00000025808	261	362	342	316
ENSDARG00000010078	567	704	851	784
ENSDARG00000036371	11311	14599	12339	8818
ENSDARG00000025325	804	969	521	445
ENSDARG00000005626	52	74	41	35
ENSDARG00000010791	808	993	737	671
ENSDARG00000100085	0	2	0	0
ENSDARG00000075870	325	298	293	243
ENSDARG00000098852	2538	2486	2080	2016
ENSDARG00000101825	1	0	0	2
ENSDARG00000077790	535	466	558	575
ENSDARG00000075904	1019	1192	900	816
ENSDARG00000042881	259	335	306	314
ENSDARG00000083571	1	0	0	1
ENSDARG00000057669	450	535	466	385
ENSDARG00000042887	763	828	857	777
ENSDARG00000103125	2109	2118	2119	1998
ENSDARG00000080474	0	0	0	0
ENSDARG00000030417	667	901	1035	827
ENSDARG00000087290	69	51	11	11
ENSDARG00000028899	57	65	66	67
ENSDARG00000079980	90	105	132	117
ENSDARG00000078138	140	141	149	141
ENSDARG00000073912	28	13	9	20
ENSDARG00000075141	570	768	681	614
ENSDARG00000077721	613	874	860	799
ENSDARG00000059841	948	778	786	663
ENSDARG00000014068	3712	3933	4030	3982
ENSDARG00000075599	36	42	30	36
ENSDARG00000033666	979	1267	1130	1068
ENSDARG00000096214	500	607	545	540
ENSDARG00000091320	267	433	284	308
ENSDARG00000094782	126	199	162	180
ENSDARG00000069264	214	248	236	251
ENSDARG00000059835	886	979	1025	952
ENSDARG00000036295	2182	2518	2017	1788
ENSDARG00000059826	1540	1897	1013	1091
ENSDARG00000089243	685	675	746	722
ENSDARG00000026489	1446	1492	2365	2059
ENSDARG00000005690	763	1124	1092	946
ENSDARG00000028276	77	60	68	71
ENSDARG00000059816	91	86	55	69
ENSDARG00000102960	649	758	789	753
ENSDARG00000091592	118	104	151	143
ENSDARG00000059060	346	403	474	452
ENSDARG00000069249	1420	1587	1436	1243
ENSDARG00000093412	177	249	257	238
ENSDARG00000052263	671	727	676	593
ENSDARG00000031952	1557	1587	2415	2302
ENSDARG00000024681	74	150	126	123
ENSDARG00000019765	2367	2452	2309	2163
ENSDARG00000075754	351	406	587	416
ENSDARG00000036281	897	977	895	813
ENSDARG00000096514	4	11	8	9
ENSDARG00000068255	6	19	6	6
ENSDARG00000089765	0	0	0	0
ENSDARG00000096661	907	1098	1139	1018
ENSDARG00000096576	7	6	6	22
ENSDARG00000017984	7	1	9	6
ENSDARG00000096625	8	7	11	15
ENSDARG00000086166	9	13	20	23
ENSDARG00000087148	0	0	1	2
ENSDARG00000103489	0	0	2	6
ENSDARG00000090329	1	1	1	3
ENSDARG00000089993	1	1	3	0
ENSDARG00000096579	31	44	28	36
ENSDARG00000096577	57	70	36	33
ENSDARG00000096622	5	3	2	2
ENSDARG00000096588	3	0	10	6
ENSDARG00000096649	2	8	2	0
ENSDARG00000086117	0	0	0	0
ENSDARG00000096644	1	6	1	3
ENSDARG00000041399	0	1	0	0
ENSDARG00000079050	2	3	5	1
ENSDARG00000095494	3	2	0	3
ENSDARG00000095297	1	1	1	5
ENSDARG00000075855	22	35	29	46
ENSDARG00000041394	361	425	369	463
ENSDARG00000025904	2876	2946	2878	2684
ENSDARG00000033789	2615	3128	2638	2598
ENSDARG00000011983	1133	1661	1278	1127
ENSDARG00000079062	133	129	148	149
ENSDARG00000016809	1065	1202	1130	1005
ENSDARG00000043713	566	690	815	746
ENSDARG00000082096	0	0	0	0
ENSDARG00000077975	14	3	12	24
ENSDARG00000025547	0	0	0	0
ENSDARG00000076778	0	0	0	0
ENSDARG00000095127	1	5	1	2
ENSDARG00000092502	0	0	0	0
ENSDARG00000079903	30	17	38	41
ENSDARG00000094357	0	0	0	0
ENSDARG00000012263	0	0	0	0
ENSDARG00000093198	133	78	152	143
ENSDARG00000043719	1361	865	1880	2077
ENSDARG00000083685	0	0	0	0
ENSDARG00000053462	6	2	25	10
ENSDARG00000012694	8026	5842	14016	13907
ENSDARG00000068182	212	277	255	318
ENSDARG00000078503	54	35	50	40
ENSDARG00000016301	4137	4268	3787	3823
ENSDARG00000087359	1352	1271	4576	3036
ENSDARG00000052207	3218	1355	4326	3864
ENSDARG00000036272	93	102	116	84
ENSDARG00000080893	0	0	0	0
ENSDARG00000025074	823	728	1075	984
ENSDARG00000040928	92	62	66	60
ENSDARG00000063108	9	6	9	3
ENSDARG00000074069	9	29	55	27
ENSDARG00000099326	0	0	0	0
ENSDARG00000088906	45	36	45	30
ENSDARG00000088775	216	207	232	280
ENSDARG00000059786	86	33	60	67
ENSDARG00000093082	3	7	22	41
ENSDARG00000087005	0	2	0	0
ENSDARG00000087345	496	318	338	409
ENSDARG00000104284	30	35	37	51
ENSDARG00000099508	0	0	6	5
ENSDARG00000101532	3	0	2	0
ENSDARG00000096621	2	0	0	0
ENSDARG00000054655	2	5	3	3
ENSDARG00000096503	1	1	2	5
ENSDARG00000092322	3	1	0	0
ENSDARG00000096656	0	2	3	0
ENSDARG00000096543	1	2	2	0
ENSDARG00000034910	1	5	1	0
ENSDARG00000096507	51	23	0	0
ENSDARG00000043445	7	2	0	1
ENSDARG00000096585	0	0	1	0
ENSDARG00000096574	2	1	0	4
ENSDARG00000013203	10	13	15	17
ENSDARG00000096666	0	2	0	0
ENSDARG00000096619	3	0	0	1
ENSDARG00000094524	0	0	0	0
ENSDARG00000062309	7	3	6	10
ENSDARG00000093845	2	1	5	0
ENSDARG00000096623	3	0	8	7
ENSDARG00000096607	0	2	2	6
ENSDARG00000096670	4	1	0	0
ENSDARG00000088761	1	0	0	1
ENSDARG00000069197	0	1	0	2
ENSDARG00000096634	0	0	5	0
ENSDARG00000096549	4	6	0	0
ENSDARG00000096671	8	0	1	0
ENSDARG00000096606	0	0	2	1
ENSDARG00000096523	0	0	0	0
ENSDARG00000054649	11	23	17	22
ENSDARG00000086301	4	6	2	1
ENSDARG00000096509	6	2	3	1
ENSDARG00000096650	0	0	1	3
ENSDARG00000096534	0	2	1	3
ENSDARG00000094157	3	0	3	1
ENSDARG00000096570	3	1	4	4
ENSDARG00000069194	63	78	53	77
ENSDARG00000026383	53	53	67	54
ENSDARG00000004633	99	81	75	72
ENSDARG00000043431	164	174	207	203
ENSDARG00000007289	152	121	135	154
ENSDARG00000100134	11	15	17	16
ENSDARG00000093880	1	0	1	0
ENSDARG00000089316	2	0	0	0
ENSDARG00000089710	3	0	0	0
ENSDARG00000034466	0	0	0	0
ENSDARG00000057844	2	0	3	1
ENSDARG00000103951	99	153	143	123
ENSDARG00000088451	1	1	1	2
ENSDARG00000043426	1	2	5	3
ENSDARG00000100629	0	4	1	4
ENSDARG00000034098	3	1	6	0
ENSDARG00000034092	16	11	37	40
ENSDARG00000070223	0	0	0	0
ENSDARG00000089894	4	1	4	11
ENSDARG00000104991	8	6	2	10
ENSDARG00000101860	2	1	1	2
ENSDARG00000105181	2	2	3	0
ENSDARG00000074334	0	0	2	4
ENSDARG00000088556	0	0	2	3
ENSDARG00000104859	0	1	2	4
ENSDARG00000090599	0	5	4	7
ENSDARG00000074205	2	4	4	2
ENSDARG00000092358	32	24	5	6
ENSDARG00000078620	33	21	16	16
ENSDARG00000088019	7	3	23	17
ENSDARG00000092894	10	21	28	26
ENSDARG00000096615	4	2	0	0
ENSDARG00000052035	392	522	575	463
ENSDARG00000058270	563	561	807	630
ENSDARG00000052037	135	138	133	154
ENSDARG00000052039	2487	2573	2214	2530
ENSDARG00000078246	14	29	45	22
ENSDARG00000094346	21	25	21	29
ENSDARG00000093323	188	191	156	147
ENSDARG00000094433	35	106	69	148
ENSDARG00000091912	29	38	33	45
ENSDARG00000092604	6	33	66	70
ENSDARG00000092070	2	10	17	12
ENSDARG00000096363	9	15	8	21
ENSDARG00000096412	0	0	0	0
ENSDARG00000093177	11	9	8	13
ENSDARG00000092984	4	2	0	8
ENSDARG00000092350	0	0	2	0
ENSDARG00000094608	8	6	4	10
ENSDARG00000093975	6	3	3	6
ENSDARG00000087054	0	0	0	0
ENSDARG00000094344	2	8	14	5
ENSDARG00000095578	3	0	4	9
ENSDARG00000092294	4	3	7	9
ENSDARG00000094297	24	4	41	40
ENSDARG00000094246	13	7	6	12
ENSDARG00000092941	2	0	0	7
ENSDARG00000075055	0	0	2	0
ENSDARG00000095719	1	5	4	0
ENSDARG00000092500	8	12	4	14
ENSDARG00000038352	0	0	0	0
ENSDARG00000098576	0	0	0	2
ENSDARG00000103829	0	4	11	9
ENSDARG00000091254	0	1	14	8
ENSDARG00000075541	0	0	14	15
ENSDARG00000095773	19	20	16	18
ENSDARG00000103330	162	99	84	105
ENSDARG00000104415	25	11	28	29
ENSDARG00000098706	13	2	26	18
ENSDARG00000104626	2	2	4	0
ENSDARG00000099421	4	2	0	2
ENSDARG00000103888	0	0	0	1
ENSDARG00000103058	0	0	0	0
ENSDARG00000104949	717	683	711	808
ENSDARG00000089904	456	431	514	550
ENSDARG00000104083	81	47	84	122
ENSDARG00000093157	632	556	713	547
ENSDARG00000104904	96	66	90	106
ENSDARG00000104807	102	92	121	118
ENSDARG00000096528	190	155	145	153
ENSDARG00000104783	156	184	237	218
ENSDARG00000105176	13	19	26	15
ENSDARG00000104017	130	125	169	129
ENSDARG00000105295	363	390	345	289
ENSDARG00000090020	233	237	203	201
ENSDARG00000034273	1566	1498	2204	2287
ENSDARG00000088120	71	49	90	85
ENSDARG00000017255	209	213	349	321
ENSDARG00000103054	660	607	663	637
ENSDARG00000038682	15	14	16	29
ENSDARG00000076971	1	3	5	9
ENSDARG00000100788	110	159	144	189
ENSDARG00000086539	302	272	297	329
ENSDARG00000101915	1516	1509	1737	1585
ENSDARG00000095746	21	15	21	17
ENSDARG00000090557	223	170	504	644
ENSDARG00000088745	71	60	51	135
ENSDARG00000089667	40	20	24	60
ENSDARG00000090783	111	60	141	290
ENSDARG00000038683	60	35	119	239
ENSDARG00000038681	5	13	7	6
ENSDARG00000094845	10	7	9	10
ENSDARG00000101226	16	21	0	7
ENSDARG00000093877	227	107	295	266
ENSDARG00000092806	49	27	66	61
ENSDARG00000096586	36	24	29	33
ENSDARG00000094408	96	61	93	98
ENSDARG00000096651	1547	1667	1651	1603
ENSDARG00000089879	14	6	2	8
ENSDARG00000069046	1	0	2	4
ENSDARG00000091359	1617	1683	1680	1513
ENSDARG00000042561	465	456	480	504
ENSDARG00000099635	3860	4569	4115	4111
